Date,Description,Original Description,Amount,Transaction Type,Category,Account Name,Labels,Notes
6/16/2016,YMCA,YMCA-YMCA NATIONAL CAP OTTAWA,42.94,debit,Gym,TD GREEN VISA,,
6/16/2016,Esso,ESSO 1980 ST JOSEPH BLVD ORLEANS,38.06,debit,Gas & Fuel,TD GREEN VISA,,
6/15/2016,Canada Pay,CANADA PAY,1190.36,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
6/15/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Transfer to TD EVERY DAY SAVINGS ACCOUNT 6446058 WN504,188,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/15/2016,Transfer Personal Payee,Transfer to Personal Payee LINE A7X4U2,500,debit,Auto Payment,TD STUDENT CHEQUING ACCOUNT,,
6/15/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 6349656 WN504,188,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
6/14/2016,Thank You,PAYMENT - THANK YOU,281.33,credit,Credit Card Payment,TD GREEN VISA,,
6/14/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,1,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/14/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,1,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
6/13/2016,Timothy's,TIMOTHY'S WORLD COFFEE OTTAWA,2.4,debit,Coffee Shops,TD GREEN VISA,,
6/13/2016,Metro,METRO #250 OTTAWA,7.49,debit,Fast Food,TD GREEN VISA,,
6/13/2016,LCBO,LCBO/RAO #0038 OTTAWA,9.6,debit,Alcohol & Bars,TD GREEN VISA,,
6/13/2016,Td A A,TD VISA A2A5Z4,281.33,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
6/13/2016,Transfer Personal Payee,Transfer from Personal Payee RICHARD L,26.6,credit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
6/13/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
6/13/2016,Loblaws,LOBLAWS RCSS #1 _F,26.6,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
6/13/2016,Td ATM Withdrawal,TD ATM W/D 001797,20,debit,Alcohol & Bars,TD STUDENT CHEQUING ACCOUNT,,
6/13/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
6/13/2016,Cash 6:19 AM,Cash 6:19 AM,20,debit,Alcohol & Bars,Cash,,
6/13/2016,Cash 6:19 AM,Cash 6:19 AM,20,debit,Gas & Fuel,Cash,,
6/10/2016,Non Td ATM,NON-TD ATM W/D,10,debit,Fast Food,TD STUDENT CHEQUING ACCOUNT,,
6/10/2016,Non Td ATM,NON-TD ATM W/D,40,debit,Transfer for Cash Spending,TD STUDENT CHEQUING ACCOUNT,,
6/10/2016,Non Td ATM,NON-TD ATM W/D,10,debit,Alcohol & Bars,TD STUDENT CHEQUING ACCOUNT,,
6/10/2016,Non Td ATM,NON-TD ATM W/D,1.5,debit,Alcohol & Bars,TD STUDENT CHEQUING ACCOUNT,,
6/10/2016,Amazon,Amazon *Marketplce CA WWW.AMAZON,37.99,debit,Supplements,TD GREEN VISA,,
6/10/2016,Jimmy The Greek,JIMMY THE GREEK OTTAWA,15.23,debit,Restaurants,TD GREEN VISA,,
6/9/2016,Spic Span Dryclea,SPIC & SPAN #1 DRYCLEA ORLEANS,20.23,debit,Laundry,TD GREEN VISA,,
6/9/2016,Amazon,Amazon.ca AMAZON.CA,48.76,debit,Supplements,TD GREEN VISA,,
6/9/2016,Thank You,PAYMENT - THANK YOU,152.53,credit,Hide from Budgets & Trends,TD GREEN VISA,,
6/9/2016,Transfer Personal Payee,Transfer from Personal Payee RICHARD L,45,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/8/2016,Td Y R,TD VISA Y6R6X4,152.53,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
6/6/2016,Marcello's Market & Deli,MARCELLO'S MARKET & DE OTTAWA,6.4,debit,Restaurants,TD GREEN VISA,,
6/6/2016,Jonny Canuck Bar,JONNY CANUCK'S BAR & OTTAWA,8,debit,Alcohol & Bars,TD GREEN VISA,,
6/6/2016,Cock Lion,THE COCK AND LION OTTAWA,30.45,debit,Restaurants,TD GREEN VISA,,
6/6/2016,Boston Pizza,BOSTON PIZZA # 421 ORLEANS,26.48,debit,Alcohol & Bars,TD GREEN VISA,,
6/6/2016,LCBO,LCBO/RAO #0624 ORLEANS,22.5,debit,Alcohol & Bars,TD GREEN VISA,,
6/2/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,600,credit,Hide from Budgets & Trends,TD GREEN VISA,,
6/2/2016,House Barons Ottawa,HOUSE OF BARONS OTTAWA,38.99,debit,Hair,TD GREEN VISA,,
6/2/2016,Marcello's Market & Deli,MARCELLO'S MARKET & DE OTTAWA,4.18,debit,Restaurants,TD GREEN VISA,,
6/2/2016,Thank You,PAYMENT - THANK YOU,30,credit,Hide from Budgets & Trends,TD GREEN VISA,,
6/1/2016,Bmo W L,BMO MasterCard W5L2X2,9.99,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
6/1/2016,Transfer to TD GREEN VISA,TD VISA W5L2W9,600,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
6/1/2016,Canada Pay,CANADA PAY,975.43,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
5/31/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/31/2016,Other Bank Fees,OTHER BANK FEES,2,debit,Bank Fee,TD STUDENT CHEQUING ACCOUNT,,
5/31/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
5/31/2016,Mucho Burrito,MUCHO BURRITO ORLEANS,10.12,debit,Restaurants,TD GREEN VISA,,
5/31/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/31/2016,Other Bank Fees,OTHER BANK FEES,2,debit,Bank Fee,TD STUDENT CHEQUING ACCOUNT,,
5/31/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
5/30/2016,ATM Fee,NON-TD ATM W/D,2.5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
5/30/2016,Non Td ATM,NON-TD ATM W/D,60,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
5/30/2016,Interac E Transfer,Interac e-Transfer C0***MG3,68,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/30/2016,Interac E Transfer,Interac e-Transfer Fee,1.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/30/2016,ATM Fee,NON-TD ATM W/D,2.5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
5/30/2016,Non Td ATM,NON-TD ATM W/D,60,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
5/30/2016,LCBO,LCBO/RAO #0624 ORLEANS,26.2,debit,Alcohol & Bars,TD GREEN VISA,,
5/30/2016,Interac E Transfer,Interac e-Transfer Fee,1.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/30/2016,Interac E Transfer,Interac e-Transfer C0***MG3,68,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/24/2016,Loblaws,LOBLAWS RCSS #1071 ORLEANS,23.72,debit,Groceries,TD GREEN VISA,,
5/24/2016,LCBO,LCBO/RAO #0624 ORLEANS,23.9,debit,Alcohol & Bars,TD GREEN VISA,,
5/24/2016,Uber.com,Uber BV help.uber.,9.35,debit,Rental Car & Taxi,TD GREEN VISA,,
5/24/2016,Nike,NIKE CANADA KANATA OTTAWA,56.48,credit,Clothing,TD GREEN VISA,,
5/24/2016,Nike,NIKE CANADA KANATA OTTAWA,293.74,debit,Clothing,TD GREEN VISA,,
5/24/2016,Calvin Klein,CALVIN KLEIN #0415 KANATA,126.79,debit,Clothing,TD GREEN VISA,,
5/24/2016,Jonny Canuck Bar,JONNY CANUCK'S BAR & OTTAWA,17.67,debit,Restaurants,TD GREEN VISA,,
5/24/2016,Ultramar,ULTRAMAR #32720 ORLEANS,44.93,debit,Gas & Fuel,TD GREEN VISA,,
5/24/2016,Perfumes U Kanata,PERFUMES 4 U KANATA,67.8,debit,Clothing,TD GREEN VISA,,
5/24/2016,Under Armour Ottawa,UNDER ARMOUR OTTAWA OTTAWA,64.38,debit,Shopping,TD GREEN VISA,,
5/19/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,777.39,credit,Hide from Budgets & Trends,TD GREEN VISA,,
5/19/2016,Transfer Personal Payee,Transfer to Personal Payee LINE L8W3Q6,77,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/18/2016,Nrml Clothing Rideau,NRML CLOTHING- RIDEAU OTTAWA,152.53,debit,Clothing,TD GREEN VISA,,
5/18/2016,Transfer to TD GREEN VISA,TD VISA L5Q3J7,777.39,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
5/18/2016,Canada Pay,CANADA PAY,267.13,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
5/17/2016,Zara,ZARA-OTTAWA RIDEAU 9036 OTTAWA,29.27,debit,Clothing,TD GREEN VISA,,
5/17/2016,Jimmy The Greek,JIMMY THE GREEK OTTAWA,15.23,debit,Restaurants,TD GREEN VISA,,
5/17/2016,YMCA,YMCA-YMCA NATIONAL CAP OTTAWA,42.94,debit,Gym,TD GREEN VISA,,
5/17/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/17/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
5/16/2016,Best Buy,BEST BUY #627 ORLEANS,169.49,debit,Electronics & Software,TD GREEN VISA,,
5/16/2016,Uber.com,Uber BV help.uber.,5.34,debit,Rental Car & Taxi,TD GREEN VISA,,
5/16/2016,Byward El Furniture,BYWARD EL FURNITURE WAREHOTTAWA,14.88,debit,Restaurants,TD GREEN VISA,,
5/16/2016,LCBO,LCBO/RAO #0624 ORLEANS,45.4,debit,Alcohol & Bars,TD GREEN VISA,,
5/16/2016,Kebob Kebob,KEBOB KEBOB OTTAWA,12.25,debit,Restaurants,TD GREEN VISA,,
5/16/2016,Loblaws,LOBLAWS RCSS #1071 ORLEANS,7.96,debit,Groceries,TD GREEN VISA,,
5/16/2016,Td ATM Withdrawal,TD ATM W/D 005595,40,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
5/12/2016,Pharma Plus Drugmarts,PHARMA PLUS DRUGMART 1255OTTAWA,7.43,debit,Pharmacy,TD GREEN VISA,,
5/12/2016,Corner Bar Grill,CORNER BAR & GRILL ORLEANS,18.07,debit,Restaurants,TD GREEN VISA,,
5/11/2016,Carleton Food Court,CARLETON FOOD COURT #3 OTTAWA,7.21,debit,Food & Dining,TD GREEN VISA,,
5/10/2016,Boston Pizza,BOSTON PIZZA # 421 ORLEANS,27.17,debit,Restaurants,TD GREEN VISA,,
5/9/2016,Loblaws,LOBLAWS RCSS #1071 ORLEANS,20.03,debit,Groceries,TD GREEN VISA,,
5/9/2016,LCBO,LCBO/RAO #0624 ORLEANS,14.8,debit,Alcohol & Bars,TD GREEN VISA,,
5/9/2016,Ultramar,ULTRAMAR #32720 ORLEANS,48.04,debit,Gas & Fuel,TD GREEN VISA,,
5/9/2016,TGI Friday's,TGI FRIDAYS #2150 MIAMI,27.39,debit,Restaurants,TD GREEN VISA,,
5/9/2016,Newslink Mia,NEWSLINK 2 MIA MIAMI,21.31,debit,Air Travel,TD GREEN VISA,,
5/9/2016,Jonny Canuck Bar,JONNY CANUCK'S BAR & OTTAWA,24.37,debit,Restaurants,TD GREEN VISA,,
5/9/2016,Interac E Transfer,Interac e-Transfer C0***jDU,113,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/9/2016,Bmo H Z,BMO MasterCard H3Z3X6,29.36,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/9/2016,Interac E Transfer,Interac e-Transfer Fee,1.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/5/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,539.46,credit,Hide from Budgets & Trends,TD GREEN VISA,,
5/5/2016,Gray Line Call,GRAY LINE CALL CENTER SAN JOSE,141.47,debit,Rental Car & Taxi,TD GREEN VISA,,
5/5/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/5/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
5/4/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,100,credit,Hide from Budgets & Trends,TD GREEN VISA,,
5/4/2016,Fx ATM Withdrawal,FX ATM W/D _V,83.22,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
5/4/2016,Canada Pay,CANADA PAY,267.13,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
5/4/2016,Transfer to TD GREEN VISA,TD VISA A3H2Z6,539.46,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
5/4/2016,Canada Pay,CANADA PAY,913.77,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
5/4/2016,Fx ATM Withdrawal,FX ATM W/D FEE,5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
5/3/2016,Hostel World Internet,HOSTEL WORLD INTERNET,18.03,debit,Hotel,TD GREEN VISA,,
5/3/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,200,credit,Hide from Budgets & Trends,TD GREEN VISA,,
5/3/2016,Hotel Playa Grande,HOTEL PLAYA GRANDE SURF CSANTA CRUZ,43.65,debit,Hotel,TD GREEN VISA,,
5/3/2016,Simply Save Td,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,1.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/3/2016,Transfer to TD GREEN VISA,Transfer to TD Credit Card WU132,100,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
5/3/2016,Transfer from TD EVERY DAY SAVINGS ACCOUNT,Transfer from TD EVERY DAY SAVINGS ACCOUNT 6446058 WU125,65,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/3/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,1.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
5/3/2016,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Transfer to EVERY DAY CHEQUING WITH STUDENT DISCOUNT 6349656 WU125,65,debit,Transfer,TD EVERY DAY SAVINGS ACCOUNT,,
5/2/2016,Interac E Transfer,Interac e-Transfer C0***QJZ,187,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/2/2016,Transfer to TD GREEN VISA,TD VISA Z5X8Y6,200,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
5/2/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Interac e-Transfer Fee,1.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
5/2/2016,Fx ATM Withdrawal,FX ATM W/D _V,52.25,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
5/2/2016,Fx ATM Withdrawal,FX ATM W/D FEE,5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
5/2/2016,Fx ATM Withdrawal,FX ATM W/D _V,47.39,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
5/2/2016,Fx ATM Withdrawal,FX ATM W/D FEE,5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
5/2/2016,Fx ATM Withdrawal,FX ATM W/D FEE,5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
5/2/2016,Fx ATM Withdrawal,FX ATM W/D _V,88.7,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
4/29/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,0.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
4/29/2016,Other Bank Fees,OTHER BANK FEES,2,debit,Bank Fee,TD STUDENT CHEQUING ACCOUNT,,
4/29/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,0.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
4/28/2016,Arenal Backpackers Hotel,ARENAL BACKPACKERS (HOTELSAN CARLOS,246.77,debit,Hotel,TD GREEN VISA,,
4/28/2016,Fx ATM Withdrawal,FX ATM W/D FEE,5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
4/28/2016,Fx ATM Withdrawal,FX ATM W/D _V,98.22,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
4/28/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,1,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
4/28/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,1,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
4/27/2016,American Airlines,AMERICAN AI 0010277672578PHOENIX,26.25,debit,Air Travel,TD GREEN VISA,,
4/27/2016,American Airlines,AMERICAN AI 0010277672550PHOENIX,26.25,debit,Air Travel,TD GREEN VISA,,
4/27/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,100,credit,Hide from Budgets & Trends,TD GREEN VISA,,
4/27/2016,Fx ATM Withdrawal,FX ATM W/D _V,98.31,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
4/27/2016,Fx ATM Withdrawal,FX ATM W/D FEE,5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
4/27/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,1,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
4/27/2016,Fx ATM Withdrawal,FX ATM W/D FEE,5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
4/27/2016,Fx ATM Withdrawal,FX ATM W/D _V,55.45,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
4/27/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,1,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
4/26/2016,Jimmy Restaurant,JIMMY RESTAURANT MONTREAL,38.22,debit,Restaurants,TD GREEN VISA,,
4/26/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,229,credit,Hide from Budgets & Trends,TD GREEN VISA,,
4/26/2016,Bagel Bar,BAGEL BAR DORVAL,14.55,debit,Fast Food,TD GREEN VISA,,
4/26/2016,Holiday Inn,HOLIDAY INN AEROPORT SAINT-LAUR,54.2,debit,Hotel,TD GREEN VISA,,
4/26/2016,Fx ATM Withdrawal,FX ATM W/D FEE,5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
4/26/2016,Fx ATM Withdrawal,FX ATM W/D _V,29.99,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
4/26/2016,Transfer to TD GREEN VISA,TD VISA X7K9R6,100,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
4/26/2016,Fx ATM Withdrawal,FX ATM W/D FEE,5,debit,ATM Fee,TD STUDENT CHEQUING ACCOUNT,,
4/26/2016,Fx ATM Withdrawal,FX ATM W/D _V,56.06,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
4/26/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,1,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
4/26/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,1,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
4/25/2016,V De Mtl,V DE MTL BIODOME BILLETS MONTREAL,11.75,debit,Hotel,TD GREEN VISA,,
4/25/2016,Sports Experts,SPORTS EXPERTS ATMOSPHEREOTTAWA,29.37,debit,Sporting Goods,TD GREEN VISA,,
4/25/2016,Milestone,MILESTONES 5228 OTTAWA,36.88,debit,Restaurants,TD GREEN VISA,,
4/25/2016,Tim Horton's,TIM HORTONS 0312 QTH ORLEANS,7.1,debit,Coffee Shops,TD GREEN VISA,,
4/25/2016,H&M,H&M CA #063 - PLACE D' ORLEANS,45.18,debit,Clothing,TD GREEN VISA,,
4/25/2016,Withdrawal Home Branch,Withdrawal at Home Branch,391.32,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
4/25/2016,Interac E Transfer,Interac e-Transfer C2***SUs,103,credit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
4/25/2016,Boathouse Place,BOATHOUSE PLACE,22.6,debit,Clothing,TD STUDENT CHEQUING ACCOUNT,,
4/25/2016,Transfer to TD GREEN VISA,Transfer to TD Credit Card UQ204,229,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
4/25/2016,Winners,WINNERS/HOMESEN,175.08,debit,Furnishings,TD STUDENT CHEQUING ACCOUNT,,
4/22/2016,Best Buy,BEST BUY #627 ORLEANS,45.19,debit,Electronics & Software,TD GREEN VISA,,
4/21/2016,Ontario Pay,2060836 ONTARIO PAY,347.73,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
4/20/2016,Wal-Mart,WAL-MART SUPERCENTER#3065ORLEANS,62.95,debit,Shopping,TD GREEN VISA,,
4/20/2016,Canada Pay,CANADA PAY,1126.52,credit,Income,TD STUDENT CHEQUING ACCOUNT,,
4/19/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,PAYMENT - THANK YOU,574.63,credit,Hide from Budgets & Trends,TD GREEN VISA,,
4/18/2016,Hostel World Internet,HOSTEL WORLD INTERNET,9.26,debit,Hotel,TD GREEN VISA,,
4/18/2016,Top Of The World,TOP OF THE WORLD OTTAWA,207.75,debit,Sporting Goods,TD GREEN VISA,,
4/18/2016,Mucho Burrito,MUCHO BURRITO ORLEANS,10.12,debit,Restaurants,TD GREEN VISA,,
4/18/2016,YMCA,YMCA-YMCA NATIONAL CAP OTTAWA,42.94,debit,Gym,TD GREEN VISA,,
4/18/2016,Giant Tiger,GIANT TIGER #155 ORLEANS,25.35,debit,Shopping,TD GREEN VISA,,
4/18/2016,Jonny Canuck Bar,JONNY CANUCK'S BAR & OTTAWA,18.67,debit,Restaurants,TD GREEN VISA,,
4/18/2016,Surf Camp Surf,PAYPAL *SURF CAMP SURF 4029357733,134.34,debit,Hotel,TD GREEN VISA,,
4/18/2016,Jimmy The Greek,JIMMY THE GREEK OTTAWA,15.23,debit,Restaurants,TD GREEN VISA,,
4/18/2016,Hostel World Internet,HOSTEL WORLD INTERNET,6.85,debit,Hotel,TD GREEN VISA,,
4/18/2016,Hostel World Internet,HOSTEL WORLD INTERNET,16.67,debit,Hotel,TD GREEN VISA,,
4/18/2016,LCBO,LCBO/RAO #0624 ORLEANS,13.4,debit,Alcohol & Bars,TD GREEN VISA,,
4/18/2016,Hostel World Internet,HOSTEL WORLD INTERNET,38.88,debit,Hotel,TD GREEN VISA,,
4/18/2016,Transfer to TD GREEN VISA,TD VISA R7W5Y6,574.63,debit,Hide from Budgets & Trends,TD STUDENT CHEQUING ACCOUNT,,
4/14/2016,Amazon,Amazon *Marketplce CA WWW.AMAZON,57.09,debit,Shopping,TD GREEN VISA,,
4/13/2016,Loblaws,LOBLAWS RCSS #1071 ORLEANS,65.48,debit,Groceries,TD GREEN VISA,,
4/12/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,1.5,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
4/12/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,1.5,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
4/11/2016,H&M,H&M CA #063 - PLACE D' ORLEANS,45.19,debit,Clothing,TD GREEN VISA,,
4/11/2016,Uber.com,Uber BV help.uber.,7.33,debit,Rental Car & Taxi,TD GREEN VISA,,
4/11/2016,Ha Noi Pho,HA NOI PHO,21.38,debit,Restaurants,TD STUDENT CHEQUING ACCOUNT,,
4/11/2016,Td ATM Withdrawal,TD ATM W/D 004584,60,debit,Cash & ATM,TD STUDENT CHEQUING ACCOUNT,,
4/11/2016,LCBO,LCBO/RAO #0624 _F,46.55,debit,Alcohol & Bars,TD STUDENT CHEQUING ACCOUNT,,
4/11/2016,Transfer to TD EVERY DAY SAVINGS ACCOUNT,Simply Save to TD EVERY DAY SAVINGS ACCOUNT 05636446058,1,debit,Transfer,TD STUDENT CHEQUING ACCOUNT,,
4/11/2016,Transfer from EVERY DAY CHEQUING WITH STUDENT DISCOUNT,Simply Save from EVERY DAY CHEQUING WITH STUDENT DISCOUNT 05636349656,1,credit,Hide from Budgets & Trends,TD EVERY DAY SAVINGS ACCOUNT,,
4/8/2016,LCBO,LCBO/RAO #0624,27.9,debit,Alcohol & Bars,TD STUDENT CHEQUING ACCOUNT,,
